num,stock,big,profit,p,share
6263,普萊德,-0.1,0.1229 ,45.7,46.04
6264,德士通,0.68,-0.0281 ,9.7,67.33
6265,方土昶,0.18,0.0790 ,9.42,53.99
6266,泰詠電子,-0.22,0.2197 ,13.6,46.64
6269,台郡,7.06,0.2603 ,79.9,48.15
6270,倍微科技,-1.45,0.1212 ,14.8,45.03
6271,同欣電,-6.42,-0.0873 ,115,69.11
6274,台燿科技,3.68,0.1657 ,29.2,64.91
6275,元山科技,-1.14,0.1238 ,17.7,43.28
6276,名鐘科技,30.81,0.1905 ,20,63.05
6277,宏正,-1.21,0.1984 ,87.6,62.5
6278,台表科,-0.6,-0.0713 ,40.4,61.15
6279,胡連精密,3.05,0.1453 ,134,59.02
6282,康舒,-1.19,0.0723 ,37.1,71.96
6283,淳安,-1.49,0.1552 ,6.4,44.97
6284,佳邦科技,-1.24,-0.0872 ,37.7,48.27
6285,啟碁,0.24,0.1409 ,73.7,70.49
6286,立錡,1.95,0.1745 ,175,64.03
6289,華上,0.61,-0.0404 ,1.9,40.28
6290,良維科技,3.62,0.2402 ,34.85,56.26
6291,沛亨半導,1.53,0.2194 ,4.39,39.78
6292,迅德興業,-0.86,0.1312 ,31.9,68.84
6294,智基科技,4.08,0.1331 ,36.6,50.66
6298,崴強科技,0.13,0.0738 ,19.65,54.2
6405,悅城科技,-0.53,0.0278 ,51.8,51.07
6412,群電,0.28,-0.0148 ,43.35,83
6504,南六,-0.06,0.1985 ,157,61.83
6505,台塑化,-0.26,-0.0190 ,67,97.1
6508,惠光化學,-0.52,0.0994 ,35.4,61.56
6509,聚和國際,-0.17,-0.0170 ,20.2,41.28
6603,富強鑫,0.19,0.0894 ,13.4,53
6605,帝寶,-0.2,0.1086 ,122.5,79.06
6609,瀧澤科技,-3.52,0.1623 ,49.05,59.13
6702,復興航,-1.19,0.0088 ,11.4,80.9
6803,崑鼎投控,-0.54,0.0182 ,167.5,76.05
8011,台通,5.86,-0.0465 ,41,47.38
8016,矽創,6.45,0.6432 ,116.5,64.29
8021,尖點,-7.51,-0.0169 ,29,49.49
8024,佑華微電,-2.02,0.1039 ,15.4,42.4
8032,光菱電子,0.22,-0.0211 ,32.5,83.99
8033,雷虎,-1.24,-0.0373 ,11.6,39.71
8034,榮群電訊,2.13,0.0993 ,8.08,37.35
8039,台虹,-2.06,0.0938 ,47.8,45.11
8040,九暘,-0.43,0.4278 ,13.25,26.32
8042,金山電子,-1.38,0.0650 ,52.4,61.13
8043,蜜望實,0.2,-0.0054 ,18.55,58.76
8044,網路家庭,-2.77,0.2938 ,398.5,65.98
8046,南電,-1.21,0.0980 ,44.8,83.15
8047,星雲電腦,-1.25,0.1463 ,14.1,74.05
8048,德勝科技,0.41,0.0395 ,30.25,62.52
8049,晶采光電,0.71,0.1120 ,8.34,33.26
8050,廣積,0.01,0.0753 ,57.1,23.24
8053,巨擘科技,0.25,0.2315 ,2.66,82.71
8054,安國國際,-0.92,0.0854 ,27.95,31.76
8059,凱碩,-1.01,0.2746 ,18.1,47.59
8064,東捷科技,0.3,-0.0124 ,19.95,43.56
8067,志旭國際,1.07,0.0752 ,7.15,75.77
8068,全達國際,0,0.9201 ,14.9,65.83
8069,元太科技,-1.96,-0.1104 ,13.7,52.13
8070,長華,0.85,0.3295 ,81.1,61.98
8071,豐聲科技,0.59,-0.1807 ,19.95,67.73
8072,陞泰,-0.66,-0.0629 ,49.95,62.47
8074,鉅橡,0.86,-0.0391 ,27,37.91
8076,伍豐科技,0.66,-0.0231 ,105.5,42
8081,致新,-1.03,0.1163 ,90.2,50.78
8084,巨虹電子,-0.94,0.0620 ,25.7,62.44
8085,福華電子,2.69,0.4501 ,10.6,60.93
8091,翔名科技,0.36,0.2690 ,62.5,36.93
8092,建暐精密,0.51,-0.0722 ,13.5,47.44
8093,保銳科技,0.19,0.0015 ,6.9,63.12
8096,擎亞國際,-1.2,0.8632 ,21.8,34.87
8097,鴻松精密,-3,-0.3141 ,13.65,58
8099,大世科,-1.11,0.1100 ,22.2,60.96
8101,華冠,-3.79,-0.0806 ,12.55,62.51
8103,瀚荃,-0.44,0.0647 ,54.3,39.12
8105,凌巨,1.23,0.1127 ,11.85,67.27
8107,大億科技,0.06,-0.0135 ,21.9,58.71
8109,博大科技,1.01,0.1554 ,69.9,54.47
8110,華東,0.29,-0.0550 ,13.75,70.7
8111,立碁電子,6.16,0.3712 ,7.13,30.63
8112,至上,-0.54,0.0659 ,17.8,28.45
8114,振樺電,0.38,0.1100 ,166.5,61.4
8121,越峰電子,-0.6,0.1197 ,33.2,63.66
8163,達方,-0.9,0.1385 ,18.5,46.56
8182,加高電子,3.6,0.2375 ,18.5,66.08
8183,台灣精星,0.88,-0.0138 ,9.28,64.63
8201,無敵,-0.64,0.0690 ,12.4,63.88
8210,勤誠興業,-0.52,0.1201 ,54.1,67.35
8210,勤誠,-0.52,0.1201 ,54.1,67.35
8213,志超,2.89,0.2444 ,56,61.43
8215,明基材,0.14,-0.0219 ,31.3,60.09
8234,新漢,-0.04,0.0319 ,51.8,61.15
8240,華宏新技,0.13,0.0445 ,32.85,56.83
8249,菱光,-0.02,0.0788 ,26,37.59
8255,朋程,-1.16,0.1091 ,122,49.73
8261,富鼎,1.43,0.1415 ,24.2,60.35
8266,中日新,1.16,0.1819 ,45.15,92.08
8271,宇瞻,6.82,0.0833 ,33.15,40.94
8277,商丞科技,0.14,-0.0209 ,14.05,45.09
8287,英格爾,-0.9,0.2513 ,23.9,38.28
8289,泰藝電子,-1.22,0.0973 ,14.1,53.46
8299,群聯電子,2.32,0.2302 ,256.5,64.52
8349,友信,0.37,0.1129 ,101.5,79.49
8354,冠郝企業,-3.25,-0.0059 ,16.8,49.57
8358,金居,0.47,-0.0441 ,9.75,75.1
8374,羅昇,0,-0.0401 ,20.35,53.06
8383,千附實業,0.66,0.2157 ,37.2,52.14
8390,金益鼎,0.29,0.0299 ,17.25,50.88
8401,白紗科技,-1.2,-0.0674 ,15.9,51.71
8404,F百合,-0.98,0.3207 ,24.3,82.25
8411,F福貞,-0.43,0.1813 ,41.7,77.36
8422,可寧衛,-2.27,0.1808 ,160,67.55
8427,F基勝,-0.06,0.0812 ,50.6,91.51
8429,F金麗,0.32,0.1652 ,76.9,72.25
8905,裕國,-7.04,-0.0069 ,21.7,78.71
8906,花王企業,0.06,0.0011 ,9.51,84.95
8913,華夏資融,-0.59,-0.0248 ,17.7,73.62
8916,光隆,1.17,0.0369 ,40.7,64.7
8917,欣泰,-0.02,0.0120 ,50.6,76.52
8923,時報出版,0.04,0.0178 ,17.2,82.63
8924,大田精密,-0.59,0.0029 ,17.05,45.4
8925,偉盟工業,-2.69,0.3099 ,9.68,53.64
8926,台汽電,-0.01,0.0809 ,26.05,68.95
8927,北基加油,-0.52,-0.1078 ,12,64.67
8928,鉅明,-1.03,0.0913 ,38.85,49.39
8929,富堡工業,0,-0.0051 ,29.35,47.48
8930,青鋼金屬,2.29,0.0566 ,14,68.54
8931,大園汽電,0.37,0.1096 ,23.8,82.31
8932,宏大,0.57,0.0383 ,10.85,64.45
8933,愛地雅,-0.94,0.1314 ,15.5,32.18
8934,馭鳳,2.61,-0.3158 ,39,84.18
8935,邦泰,0.66,-0.0871 ,7.55,37.98
8936,國統國際,-1.72,0.2018 ,54.2,56.17
8937,合騏,-0.12,-0.0595 ,11.85,44.2
8938,明安國際,0.67,0.1651 ,24.35,52.61
8940,新天地,1.15,0.0432 ,19.3,63.71
8941,關中,0,-0.2849 ,61.5,71.15
8942,森鉅科技,2.8,0.2997 ,98,67.68
8996,高力,-0.86,-0.0188 ,57.3,50.56
9802,F鈺齊,-1.94,0.3518 ,61.1,77.13
9902,台火,0.6,0.1070 ,16.55,45.94
9904,寶成,1.19,0.3647 ,45.65,88.27
9905,大華,0.14,0.1446 ,32.05,83.81
9906,興達,2.39,0.2320 ,40.1,81.33
9907,統一實,1.26,0.3804 ,23.95,81.69
9908,大台北,0.03,0.0108 ,23.4,83.39
9910,豐泰,-0.4,0.6951 ,139,90.69
9911,櫻花,1.38,0.0261 ,21.65,63.92
9912,偉聯,0.66,0.0870 ,12.5,41.36
9914,美利達,-0.25,0.2300 ,262,78.56
9917,中保,-0.17,0.0410 ,83.7,85.88
9918,欣天然,-0.2,0.0261 ,33.4,84.6
9919,康那香,0.02,-0.0143 ,13.8,60.15
9921,巨大,-0.61,0.2337 ,303.5,86.09
9924,福興,3.36,0.3722 ,39.45,76.72
9925,新保,-0.11,0.0475 ,39.7,74.68
9926,新海,0.07,0.0012 ,42.05,85.59
9927,泰銘,0.45,0.1114 ,37.9,61.08
9928,中視,0.4,-0.2067 ,11.9,81.32
9929,秋雨,0.74,-0.0761 ,8.5,75.88
9930,中聯資,0.13,0.0593 ,71.5,80.44
9931,欣高,0.05,-0.0680 ,37,78.6
9933,中鼎,0.33,0.0000 ,50.2,85.99
9934,成霖,-0.32,0.0909 ,16.2,67.44
9935,慶豐富,3.12,0.0405 ,9.24,52.28
9938,百和,0.92,0.5934 ,67.4,74.84
9939,宏全,0.42,0.2309 ,58.9,44.71
9940,信義,-0.13,-0.0485 ,34.35,78.54
9941,裕融,-0.28,0.0054 ,74.1,77.16
9942,茂順,-0.1,-0.0188 ,104.5,68.48
9943,好樂迪,-1.2,0.1342 ,40.15,80.36
9944,新麗,-0.79,-0.1829 ,36.85,79.61
9945,潤泰新,-1.19,0.0500 ,46.2,77.07
9946,金革科技,0.11,0.0355 ,20.4,76.88
9946,三發,0.11,0.0355 ,20.4,76.88
9949,琉園,-2.1,-0.0029 ,17.3,60.14
9950,萬國通路,-6.78,0.1077 ,25.2,75.55
9951,皇田工業,0.43,0.1452 ,112,67.23
9955,佳龍,0.06,0.0674 ,18.2,59.68
9958,世紀鋼,0.66,-0.0099 ,10,64.43
9960,邁達康,15.07,0.8544 ,24.2,68.7
9962,有益鋼鐵,-0.94,-0.0250 ,11.7,54.54
,,,,,
,,,,,
,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
